rank,word
1,the
2,of
3,be
4,and
5,to
6,in
7,a
8,for
9,on
10,you
11,that
12,i
13,language
14,this
15,have
16,it
17,or
18,will
19,as
20,with
21,university
22,s
23,by
24,at
25,from
26,your
27,not
28,e
29,do
30,an
31,we
32,mail
33,can
34,linguistic
35,all
36,if
37,de
38,information
39,address
40,one
41,which
42,conference
43,use
44,but
45,more
46,send
47,order
48,other
49,t
50,may
51,please
52,there
53,workshop
54,include
55,no
56,about
57,d
58,make
59,work
60,http
61,new
62,english
63,paper
64,email
65,should
66,program
67,also
68,name
69,n
70,what
71,word
72,would
73,they
74,fax
75,papers
76,any
77,our
78,edu
79,only
80,my
81,list
82,out
83,follow
84,research
85,their
86,some
87,www
88,how
89,so
90,call
91,time
92,system
93,abstract
94,these
95,report
96,who
97,m
98,submission
99,get
100,us
